,words,type,sentiment,lemm,source
583,бесславие,Noun,negative,бесславие,opinion
584,бесславность,Noun,negative,бесславность,opinion
585,бесславный,Adj,negative,бесславный,opinion
586,бессмертность,Noun,positive,бессмертность,fact
587,бессмертность,Noun,positive,бессмертность,opinion
588,бессмертный,Adj,positive,бессмертный,fact
589,бессмертный,Adj,positive,бессмертный,opinion
590,бессмысленность,Noun,negative,бессмысленность,opinion
591,бессмысленный,Adj,negative,бессмысленный,opinion
592,бессмыслица,Noun,negative,бессмыслица,opinion
593,бессовестность,Noun,negative,бессовестность,opinion
594,бессовестный,Adj,negative,бессовестный,opinion
595,бессодержательность,Noun,negative,бессодержательность,opinion
596,бессодержательный,Adj,negative,бессодержательный,opinion
597,бессонница,Noun,negative,бессонница,fact
598,бессонный,Adj,negative,бессонный,fact
599,бессребничество,Noun,positive,бессребничество,opinion
600,бесстрашие,Noun,positive,бесстрашие,opinion
601,бесстрашный,Adj,positive,бесстрашный,opinion
602,бесстыдник,Noun,negative,бесстыдник,opinion
603,бесстыдница,Noun,negative,бесстыдница,opinion
604,бесстыдность,Noun,negative,бесстыдность,opinion
605,бесстыдный,Adj,negative,бесстыдный,opinion
606,бесстыдство,Noun,negative,бесстыдство,opinion
607,бессчетный,Adj,neutral,бессчетный,opinion
608,бестактность,Noun,negative,бестактность,opinion
609,бестактный,Adj,negative,бестактный,opinion
610,бесталанность,Noun,negative,бесталанность,opinion
611,бесталанный,Adj,negative,бесталанный,opinion
612,бестия,Noun,negative,бестия,opinion
613,бестолковость,Noun,negative,бестолковость,opinion
614,бестолковщина,Noun,negative,бестолковщина,opinion
615,бестолковый,Adj,negative,бестолковый,opinion
616,бестолочь,Noun,negative,бестолочь,opinion
617,бесхитростность,Noun,positive,бесхитростность,opinion
618,бесхитростный,Adj,positive,бесхитростный,opinion
619,бесхребетность,Noun,negative,бесхребетность,opinion
620,бесхребетный,Adj,negative,бесхребетный,opinion
621,бесцветность,Noun,negative,бесцветность,opinion
622,бесцветность,Noun,neutral,бесцветность,fact
623,бесцветный,Adj,negative,бесцветный,opinion
624,бесцветный,Adj,neutral,бесцветный,fact
625,бесценность,Noun,positive,бесценность,opinion
626,бесценный,Adj,positive,бесценный,opinion
